year,statement
2005,"g^m|||||n||||||^ |^^||||||||HH|subiectjQuest^ on 06MarchNewYor^imes revelations^ate^pril 22^ at 01:38 fl^^fl^^jr^^^mmrsu^ectTRer^estion on 06 March New York Times revelations; date^pti^S^OO^ at 8:12j4^AM^^^^^^ ^^^^maiHroi^^^j^^ to: cc: 1^1111111111; subject: Re: Question on 06 March New York Times revelations; date: April 28, 2005, at 8:25:23 AM."
2005,"Senior CIA Officials Discuss Need to ""Put Out Our Story"" to Shape Public and Congressional Opinion Prior to the Full Committee Being Briefed In early April 2005, chief of ALEC Station, asked CTC officers to compile information on the success of the CIA's Detention and Interrogation Progran^ preparation for interviews of CIA officers by Tom Brokaw of NBC News.-^^- As rcrnarkedinaSametimecommunicationwithDeputyCTCDirector Philip Mudd, during World War II, the Pentagon had an Office of War Information (OWI), whereas the CIA's predecessor, the Office of Strategic Services (OSS), did not."
2005,"Preely Send Suspects Abroad,"" by Douglas Jehl and David Johnston, The New York Times, March 6, 2005."
2005,"Email from: HB^B^fttoaRED^TED], [REDACTED], [REDACTED], [REDACTEDjT^^^^^B, [REDACTEdI^^M^WjREDACTED], — [REDACTED], [REDACTED]; c c T I ^ ^ ^ B , ^^^•••TsubjecTpOR IMMEDIATE COORDINATION; Summaryofimpactofdetaineeprogram^ate^prin3,2005,at5:21:37PM."
2005,"Sametimecommunication,betweenJohnP.Muddand April13,2005,from19:23:50to 19:56:05."
2005,"They also determined that information about lyman Paris and Sajid Badat that was sourced to press stories posed no legal problems because Paris had already pled guilty and Badat was not being prosecuted in the United States.^-^^ On April 15, 2005, a CIA officer expressed concerns in an email to several CIA attorneys about the CIA releasing classified information to the media."
2005,"There are no CIA records indicating a response to the CIA officer's email.-^^^ That day, April 15, 2005, the National Security Council Principals Committee discussed a public campaign for the CIA's Detentior^nd Interrogation Program, After the meeting, ALEC Station personnel informed | | B ^ ^ | C T C Legal that scheduled interviews with NBC News of Director Porter Goss and Deputy CTC Director Philip Mudd Saraetime communication, between John P. Mudd and 19:56:05."
2005,"2268 from: Cliief of Operations, ALEC Station; to: I, April 13, 2005, from 19:23:50 to I, April 13, 2005, from 19:23:50 to I, April 13, 2005, from 19:23:50 to IREDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], I [REDACTED], [REDACTED], • |; cc: p^^^^^^M^^^^BBi^^KsubjectjBrokaw interview: Take one; date: April 13, 2005, at 6:46:59 PM; email^om^^^^^|^^^|rtor^^HH^H|; cc: [REDACTED], [REDACTED], ^HB^^HH^EDACTEDIJ [REDACTED]J^^^^HIJREDACTEDL [REDACTED], f"" |, [REDACTED]^^^^^^|; subject^^^^aw interview: Take one; date: April 13,2005, at 6:50:28 PM; email from: I; cc: John Rizzo, subject: Re: Brokaw interview: Take one; date: April 13,2005,7:24:50 PM."
2005,"Email from: A. Rizzo, date: April 14, 2005, at 9:22:32 AM."
2005,"Email from: jHUmi^Bi' B I H ' [REDACTED], April 14, 2005, at 8:08:00 AM."
2005,"O n June 24, 2005, however, Dateline NBC aired a program that included on-the-record quotes from Goss and Mudd, as well as quotes from ""top Americanintelligence officials.The program and Dateline NBC's associated online articles included classified information about the capture and interrogation of CIA detainees and quoted ""senior U.S. intelligence analysts"" stating that intelligence obtained from CIA interrogations ""approaches or surpasses any other intelligence on the subject of al-Qaida and the construction of the network."
2005,"C. CIA Attorneys Caution that Classified Information Provided to the Media Should Not Be Attributed to the CIA (^FS//||H||||H|||||^||||||/^^ After the April 15, 2005, National Security Council Principals Committee meeting, the CIA drafted an extensive document describing the CIA's Detention and Interrogation Program for an anticipated media campaign."
2005,"Referring to CIA efforts to deny Freedom of Information Act (FOIA) requests for previously acknowledged Email from: subject: Brokaw interview: Take one; date: April 15, 2005, at 1:00:59 PM."
2005,"See ""The Long War; World View of War on Terror,"" Dateline NBC, June 24, 2005^i^pri^05, Mudd stated thattheprogramwouldlikelybeairedinJune."
2005,"Seeemailfrom: JohnP.Mudd;to: subject:Re: Brokaw interview: Take one; date: April 18, 2005, at 08:31 AM."
2005,"2273 frightening evolution of al-Qaida; Decentralization has led to deadly staying power,"" Dateline NBC, June 24,2005."
2005,"2274 frightening evolution of al-Qaida; Decentralization has led to deadly staying power,"" Dateline NBC, June 24, 2005; ""Al-Qaida finds safe haven in Iran,"" Dateline NBC, June 24, 2005."
2005,"In addition to the information described above included in the online articles associated with the broadcast, the broadcast itself described the role of a CIA asset in the capture of KSM and the capture of Abu Faraj al-Libi in ""joint US/Pakistani actions"" (""The Long War; World View of War on Terror,"" Dateline NBC, June 24, 2005)."
2005,"I H ^ m C T C Legal urged that CIA leadership needed to ""confront the inconsistency"" between CIA court declarations ""about how critical it is to keep this information secret"" and the CIA ""planning to reveal darn near the entire D. The CIA Engages with Journalists and Conveys an Inaccurate Account of the Interrogation of Abu Zubaydah In late 2005, the CIA decided to cooperate again with Douglas Jehl of the New York Times, despite his intention to publish information about the program."
2005,"; date: April 20, 2005, at 5:58:47 PM."
2005,"; date: April 21, 2005, at 07:24 AM."
2005,"; date: April 25, 2005, at 11:41:07 I,JohnA.Ri/zo,| [REDACTED], Robert L. Grenier; subject: Doug Jehl - Comprehensive Story on the Capture of Abu Zubaydiili and Conception of EITs; date: December 15, 2005, at 02:04 PM."
2005,"2280 |H,Yiail from: ^i^zo, [REDACTED], Robert L. Grenier; subject: Doug Jehl - Comprehensive Story on the Capture of Abu Zubaydah and Conception ofEITsjdatejDecember 15, 2005, at02:04 PM."
2005,"Email from:^^^^^; to: [REDACTED], [REDACTED]J [REDACTED], [REDACTED], [REDACTED], subject: Doug Jehl - Comprehensive Story on the Capture of Abu Zubaydah and Conception of EITs; date: December 15, 2005, at 02:10 PM."
2005,"Another CIA officer added ""I don't like so much talk about EIT's, but that particular horse has long left the barn...."" See email from: ^^|^^^H^^c^REDACTED], [REDACTED], [REDACTED], [REDACTEDL^^^^H, [REDACTEdIUHHIH, subject: Re: Doug Jelil - Comprehensive Story on the Capture of Abu Zubaydah and Conception of EITs; date: December 15, 2005, at 03:03 PM."
2005,"2287 2005&CY2006CTCMediaLeaks;September21,2006."
2005,"See also CIA paper entitled ""Abu Zubaydah,"" dated March 2005, as well as ""Abu Zubayd^iBio|^dorament, ""Prepare^)r^^ugus^006."""
2005,"Thedocumentdescribed""themoreseriousCTC media leaks that occurred in CY 2005 and 2006."""
2005,"CIApaperentitled,""AbuZubaydah,""datedMarch2005."
2005,"See Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy AssistantAttorneyGeneral,OfficeofLegalCounsel,May30,2005,Re: ApplicationofUnitedStatesObligations Under Article 16 of the Convention AgainstTorture to Certain Techniques that May be Used in the Intenogation of High Value Al Qaeda Detainees (DTS #2009-1810, Tab 11)."
2005,"See HEADQUARTERS subject ""RESTRICTED ACCESS TO [DETENTION SITE COBAL T] AND [DETENTION SITE ORANGE]""; email from: HH|||||||||||toJPB||^^ cc: Jose Rodriguez, [REDACTEDJ^^^BH, [REDACTEDL^^^^MBjREDACTEDr[REDACTED]; subject; guidance to |flgitmo; date: May 14,2004; forwarding final cable: HEADQUARTERS | m (14I502Z MAY 04), subject ""Possible Brie^ US Senator""; email from: Stanley Moskowitz; to: [REDACTED]; cc: [REDACTED]; subject: Re: guidance to 2004; CIA responses to Questions for the Record, March 13, 2008 (DTS #2008-1310); ""CODEL Roberts to Miami/Guantanamo, 7-8 July 2005,"" dated 5July, H|[| 902860."
2005,"See Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, May 30, 2005, Re: Application of United States Obligations Under Article 16 of the Convention Against Torture to Certain Techniques that May be Used in the Interrogation of High V alue Al Qaeda Detainees (DTS #2009-1810, Tab 11)."
2005,"CIA Records Lack Information on CIA Detainees and Details ofInterrogations in Country | Detainees held in Country | were detained under the authority of the MON; however, CIA officers conducted no written assessment of whether these detainees DeaO^n^stigation - Gul RAHMAN; and CIA Inspector General, Reportoflnvestigation, Death of a Detainee | H m i (2003-7402-10), April 27, 2005."
2005,"In May 2005, the OLC again accepted the CIA's representations that a psychological assessment found that Gul was ""alert and oriented and his concentration and attention were appropriate,"" that Gul's ""thought processes were clear and logical; there was no evidence of a thought disorder, delusions, or hallucinations,"" and that there ""were not significant signs of depression anxiety or other mental disturbance."""
2005,"SeememorandumforJohnA.Rizzo,SeniorDeputyGeneralCounsel,CentralIntelligenceAgency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, May 10, 2005, Re: Application of 18 U.S.C."
2005,"See April 27, 2005, CIA Inspector General, Report of Investigation: Death of a Detainee April 7, 2005, Memorandum for John Helgerson, Inspector General, from Robert Grenier, Subject: Comments on Draft Report of Investigation: Death of a Detainee (2003-7402-IG)."
2005,"""^^""^ In December 2004, CIA officers concluded that Janat Gul was ""not the link to senior AQ leaders tliat [CIA Headquarters] said he was/is,""-^""^^ and in April 2005 CIA officers wrote that ""[tjhere simply is no 'smoking gun' that we can refer to that would justify our continued holding of [Janat Gul]."
2005,"""^^^^ By April 2005, as the OLC neared completion of a new memorandum analyzing the legality of the CIA's enhanced interrogation techniques, the OLC sought information from the CIA on ""what [the CIA] got from Janat Gul, was it valuable, [and] did it help anything...."" The CIA did not immediately respond to this request, and the CIA's Associate General Counsel noted that DOJ personnel had ""taken to calling [him] daily"" for additional information.^^'^^ Subsequently, on April 15, 2005, the CIA informed 2338 ^557 (161730Z AUG 04) 2339 2574 (191346Z AUG 04) Letter to John Rizzo, Acting General Counsel, CIA; from Daniel Levin, Acting Assistant Attorney General, August 26, 200^Km^#200^10, Tab 6)."
2005,"After this briefing Chairman Graham made multiple and 228 Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, May 30, 2005, Re; Application of United States Obligations Under Article 16 of the Convention Against Torture to Certain Techniques that May be Used in the InteiTogation of High Value A1 Qaeda Detainees (DTS #2009-1810, Tab 11)."
2005,"CIA ""Comments on Detainees,"" December 19, 2004, Notes from a CD from [DETENTION SITE BLACK], Email from: [REDACTED] (COB DETENTION SITE BLACK); to: cc: subject^^HBB|BB|pH||||^ate^pril 30^005^^^^ [REDACTED]; subject: questions from OL^o^rH^pinion^ate^prin^ 2005; email from: Page 417 of 499 UNCLASSIFIED nil I Mil I Inil mil I ?TOP SECRET// //NQFORN UNCL A SSIFIED the OLC that ""during most of Gul's debricfings, he has sought to minimize his knowledge of extremist activities and has provided largely non-incriminating information about his involvement in their networks.On May 10, 2005, the OLC issued a memorandum that stated, ""[yjou informed us that the CIA believed Gul had infonnation about al Qaeda's plans to launch an attack within the Lfnited States... [olur conclusions depend on these assessments."""
2005,"'^'^^ In a May 30, 2005, memorandum, the OLC referred to Janat Gul as ""representative of the high value detainees on whom enhanced techniques have been, or might be used,"" and wrote that ""the CIA believed [that Janat Gul] had actionable intelligence concerning the pre-election threat to the United States,""-^''"" In the same memorandum, the OLC conveyed a new CIA representation describing the effectiveness of the CIA's enhanced interrogation techniques on Janat Gul, which stated: ""Gul has provided information that has helped the CIA with validating one of its key assets reporting on the pre-election threat."
2005,"See April 27, 2005, report by the CIA Inspector General, Death ofa Detainee | llllllllllllllll^^^l (2003-7402J[G)^e^fe^nt^iew Report, 2003-7123-IG, Review of Inten'ogations for CounterterrorismPurposes, ^^^BHH||^Pnn0^003; InterviewReport, 2003-7123-IG, Reviewof Interrogations for Counterterrorism Pu^posesTlt^^^^^l, April 2, 2003."
2005,"In September 2004, the OLC advised the CIA that the use of the CIA's enhanced interrogation techniques against Ahmed Khalfan Ghailani and Sharif al-Masri was also legal, based on the CIA representations that the two detainees were al- Qa'ida operatives involved in the ""operational planning"" of the pre-election plot against the United States.^^''- This CIA assessment was based on the same fabrications from the same CIA |, and [REDACTED); subject: Re: questions from OLC for Art 16 opinion; date: April 14, 2005."
2005,"April 15, 2005, fax to DOJ Command Center, for |,Office of Legal Counsel, U.S. Departmentof Justice, from Legal Group, DCI Counterterrorist Center, re: Janat Gul."
2005,"Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, May 10, 2005, Re: Application of 18 U.S.C."
2005,"2350 Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury,PrincipalDeputyAssistantAttorneyGeneral,OfficeofLegalCounsel,May30,2005,Re: Applicationof United States Obligations Under Article 16 of the Convention Against Torture to Certain Techniques that May be Used in the Interrogation of High Value Al Qaeda Detainees (DTS #2009-1810, Tab 11)."
2005,"Special Review, Counterterrorism Detention and Interrogation Activities (September 2001 - October 2003) (2003-7123-IG), May 7, 2004; Memorandum for Deputy Director of Operations, from January 28, 2003, Subiect^^thInvestigation - Gul RAHMAN; CIA Inspector General, Report ofInvestigation, Death of a Detainee (2003-7402-IG), April 27, 2005."
2005,"Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury,PrincipalDeputyAssistantAttorneyGeneral,OfficeofLegalCounsel,May30,2005,Re: Applicationof United States Obligations Under Article 16 of the Convention Against Torture to Certain Techniques that May be Used in the Interrogation of High Value Al Qaeda Detainees (DT^2009-1^0, Tab 11), citing Janat Gul Memo pp."
2005,"See CIA Inspector General, Report of Investigation, Death of a Detainee (2003-7402-IG), April 27, 2005."
2005,"See April 15, 2005, fajOc^O^omi^an^enter, for Office ofLegal Counsel, U.S. Department of Justice, from m Legal Group, DCI Counterterrorist Center, re; Janat Gul."
2005,"D. May 2005 OLC Memoranda Rely on Inaccurate Representations from the CIA Regarding the Interrogation Process, the CIA's Enhanced Interrogation Techniques, and the Effectiveness of the Techniques 4, 2005, Actin^Assistan^ttomey General Steven Bradbury faxed to CIA Associate General Counsel ^ questions related to the CIA's enhanced interrogation techniques, in which Bradbury referenced medical journal articles."
2005,"Much of this information was inaccurate.-^^^ 235"" [REDACTED] 3221 ; [REDACTED] 3242 04) 2355 Lettej.f,-om Associate General Counsel, CIA, to Steve Bradbury, Acting Assistant Attorney General, Office of Legal Counsel, May 4, 2005."
2005,"10361 • • • • I I I ; 10654 (030904Z MAR Letter^^rn^^^^^m, Associate General Counsel, CIA, to Steve Bradbury, Acting Assistant Attorney General, Office of Legal Counsel, May 4, 2005."
2005,"The inspector general later reported that, as a result of being batlied in ice water, Abu Hudhaifa was ""shivering"" and interrogators were concerned about his body temperature dropping (2005-8085-IG, at 12)."
2005,"Letter from Associate General Counsel, CIA, to Steve Bradbury, Acting Assistant Attorney General, Office o^ega^oun^l, May 4, 2005."
2005,"Letter from I I H H H H i , Associate General Counsel, CIA, to Steve Bradbury, Acting Assistant Attorney General, Office of LegalCoui^, May 4, 2005."
2005,"^^^""OnApril 11, 2005, after reviewing a draft OLC opinion, OMS personnel wrote a memorandum f o r ^ ^ ^ | that stated, ""[sjimply put, OMS is not in the business of saying what is acceptable in causing discomfort to other human beings, and will not take on that burden.... OMS did not review or vet these techniques prior to their introduction, but rather came into this program with the understanding of your office and DOJ that they were aheady determined as legal, permitted and safe."
2005,"""^^^^ (^::S^|||||||B||||^^|//NF) in May 2005, Principal Deputy Assistant Attorney General Steven Bradbury signed three memoranda that relied on information provided by the CIA that was inconsistent with CIA's operational records."
2005,"On May 10, 2005, Bradbury signed two memoranda analyzing the statutory prohibition on torture with regard to the CIA's enhanced inteiTogation techniques and to the use of the interrogation techniques in combination.^^^""^ On May 30, 2005, Bradbury signed another memorandum examining U.S. obligations under the ConventionAgainstTorture.^^^^ Thememorandaapproved13techniques:(1)dietary manipulation, (2) nudity, (3) attention grasp, (4) walling, (5) facial hold, (6) facial slap or insult slap, (7) abdominal slap, (8) cramped confinement, (9) wall standing, (10) stress positions, (11) water dousing, (12) sleep deprivation (more than 48 hours), and (13) the waterboard."
2005,"Letter from |||||m|||||||||||||||^ Associate General Counsel, CIA, to Steve Bradbury, Acting Assistant Attorney General, Office of Legal Counsel, May 4, 2005."
2005,"Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, May 10, 2005, Re; Application of 18 U.S.C."
2005,"Sections 2340-2340A to Certain Techniques Tliat May be Used in the Interrogation of a High Value al Qaeda Detainee (DTS #2009-1810, Tab 9); Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, May 10, 2005, Re: Application of 18 U.S.C."
2005,"The Committee, through its staff, had already reviewed in 2008 thousands of CIA cables describing the interrogations of the CIA detainees Abu Zubaydah and 'Abd al-Rahim al-Nashiri, whose interrogations were the subject of videotapes that were destroyed by the CIA in 2005."
2005,"Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, May 30, 2005, Re: Application of United States Obligations Under Article 16 of the Convention Against Torture to Certain Tecliniques tliat May be Used in the Interrogation of High Value Al Qaeda Detainees (DTS #2009-1810, Tab 11)."
2005,"""^In one example, a U.S. militaiy legal ; email dated November | , 2002, from CIA interrogator with tlie subject line, ""Another example of field interrogation ALEC (2003-7402-IG), 27 April 2005, p. 23 (DTS #2005- TOP SECRET// ^/NOFORN SENA TOR LEVIN: SSCI staff document, ""Summaiy Notes of the Februaiy 14, 2007 ICRC Report""] ""Prolonged sti'ess standing position, naked, armed chained above the head [?]"
2005,"""^^^^ The CIA also relayed information to the OLC on the frequency with which the waterboard could be used that was incongment with past operational practice.^^^^ ^005, memorandum analyzing the individual use of the CIA's enhanced interrogation techniques accepted the CIA's representations that CIA interrogators are trained for ""approximately four weeks,"" and that ""all personnel directly engaged in the interrogation of persons detained... have been appropriately screened (from the -3^2 Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, May 10, 2005, Re: Application of 18 U.S.C."
2005,"Sections 2340-2340A to Certain Techniques That May be Used in tlie Interrogation of a High Value al Qaeda Detainee (DTS #2009-1810, Tab 9); Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, May 10, 2005, Re: Application of 18 U.S.C."
2005,"""^^^ In August 2003, KSM reiterated that he had no plans to recruit or use ""black American Muslim"" converts operationallyIn December 2005, he denied ever asking Majid Khan to recruit converts or attend Islamic conferences.^^""^ On March 24, 2003, KSM underwent his fifteenth and final documented waterboarding session due to his ""intransigence"" in failing to identify suspected Abu Bakr al-Azdi operations in the United States, and for having ""lied about poison and biological warfare programs."
2005,"Sections 2340-2340A to the Combined Use of Certain Techniques in the Interrogation of High Value al Qaeda Detainees (DTS #2009-1810, Tab 10); Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, May 30, 2005, Re: Application of United States Obligations Under Article 16 of the Convention Against Torture to Certain Techniques that May be Used in the Interrogation of High Value Al Qaeda Detainees(D^ #2009-1810, Tab 11)."
2005,CIA operational cables and other records produced for the Committee's Study of the CIA's Detention and Interrogation Approximately ?# IJO 111 112 113 114 115 116 117 118 119 CIA Detainees Janat Gul Ahmed Khalfan Ghailani SItarii' al-Masri Abdi Rashid Samatar Abu Far^j al-Libi Abu Mundnr al-Magrebi Ibrahim Jan Abu Ja'far al-Iraqi Abd al-Hadi al-Iraqi Muhanimad Rahini Date of Days ill CIA Custody Custody ^^•2004 92| ^^•••2004 73| ^•^^•2004 8l| •^^•12004 65| ••2005 46| ^^•2005 46| 31| •^^•2005 28| ^•••2006 17| ••2007 24| KEY Bold T ext: JDetainees in bold text were- subjected to the CIA's enhanced interrogation techniques.
2005,"This group of officers included individuals who, among other issues, had engaged in inappropriate detainee interrogations, had workplace anger management issues, and had reportedly admitted to sexual assault.^^^^ 2378 Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury,PrincipalDeputyAssistantAttorneyGeneral,OfficeofLegalCounsel,May10,2005,Re: Applicationof 18 U.S.C."
2005,"Some were not senior al-Qa'idamembers,^^^^orevenmembersofal-Qa'ida.^^^^ Otherswereneversuspectedof having information on, or a role in, ten'orist plotting and were suspected only of having information on the location of UBL or other al-Qa'ida f i g u r e s , o r weresimply^lieved to havebeenpresentatasuspectedal-Qa'idaguesthouse.^^^^ Ayearlater,H^|^BCTCLegal wrote to Acting Assistant Attorney General Steven Bradbui7 suggesting a new standard that more closely reflected actual practice by allowing for the CIA detention and interrogation of detainees to be based on the belief that the detainee had information that could assist in locating senioral-Qa'idaleadership.-^^^ TheOLCmodifiedthestandardinamemorandumdatedJuly 20, By then, the last CIA detainee, Muhammad Rahim, had already entered CIA custody.238« The May 30, 2005, OLC memorandum analyzing U.S. obligations under the Convention Against Torture relied heavily on CIA representations about the intelligence obtained from the program."
2005,"Many of these representations were provided in a March 2, 2005, CIA memorandum known as the ""Effectiveness Memo,"" in which the CIA advised that the CIA program ""works and the techniques are effective in producing foreign intelligence."""
2005,"Fax to Acting Assistant Attorney General Levin from January 4, 2005 (DTS #2009-1809)."
2005,"Opponents of the provision referenced Director Hayden's testimony on the effectiveness of the CIA's enhanced interrogation techniques in acquiring critical information.^^^""^ On December 6, 2007, the New York Times revealedthattheCIAhaddestroyedvideotapesofCIAinterrogationsin2005.^^^^ TheCIA claimed that the Committee had been told about the destruction of the videotapes at a hearing in November 2006.^^'^^ A review of the Committee's transcript of its November 16, 2006, hearing found that the CIA's claim of notification was inaccurate."
2005,"These representations of ""effectiveness"" were almost entirely inaccurate and mirrored other inaccurate informationprovidedtotheWhiteHouse,Congress,andtheCIAinspectorgeneral.^^^^ In addition, on April 15, 2005, the CIA provided the OLC with an eight-page document endtled, ""Briefing Notes on the Value of Detainee Reporting."""
2005,"The CIA ""Briefing Notes"" document repeats many of the same CIA representations in the ""Effectiveness Memo,"" but added additional inaccurate information related to the capture of lyman Faris.^^^^ The OLC's May 30, 2005, memorandum relied on the CIA's inaccurate representations in the ""Effectiveness Memo"" and the ""Briefing Notes"" document in determining that the CIA's enhanced interrogation techniques did not violate the Fifth Amendment's prohibition on executive conduct that ""shocks the conscience,"" indicating that this analysis was a ""highly context-specific and fact-dependent question."""
2005,"""'^^^ The CIA provided similar inaccurate representations regarding the purported role of KSM and Ammar al-Baluchi^^^^ in the discovery, identification, capture, and arrest of Sajid Badat in 16 of the 20 documents provided to policymakers and the Department of Justice between July 2003 and March 2009.However, in an additional case, a March 4, 2005, CIA briefing for Vice President Cheney, the CIA credited Abu Zubaydah with identifying Sajid Badat,despite a lack of any reporting on Sajid Badat from Abu Zubaydah.^^^^ 1626xherearenorecordsofKSMidentifyingSajidBadatas""Issaal-Pakistani."""
2005,"The OLC also linked its Memorandum for Steve Bradbury at tlie Department of Justice, dated March 2, 2005, from I H ^ ^ m i , H Legal Group, DCI Counterterrorist Center, subject ""Effectiveness of the CIA Counterterrorist Interrogation Techniques/ -390 Interview of [REDACTED] and [REDACTED], Office of the Inspector General, May 15,2003; IntervieN^f^^^^^^^ll,by[REDACTED]and[REDACTED],OfficeoftheInspectorGeneral, October 22, 2003; ^|||[fll715(201047Z MAY 03); Sametime Communication, and 15/Aug/06, 10:28:38 to 10:58:00; Interviewof••^^••j^WREDAC]^] and [REDACTED], Office of the Inspector General, April 3, 2003; Sametime CommunicationTHBI^^HHI ^nd [REDACTED], 02/May/05, 14:51:48 to 15:17:39; Interview of by [REDACTED], [REDACTED], and [REDACTED], Office of the Inspector General, August 20, 2003."
2005,"Citing both the CIA's March 2005 ""Effectiveness Memo"" and the president's September 6, 2006, speech describing the interrogation program, the July 2007 OLC memorandum repeated the CIA assertion that the CIA's enhanced interrogation techniques produced ""otherwise unavailable intelligence."""
2005,"April 15, 2005,10:47AM, fax to DOJ Command Center for Office of Legal Counsel, U.S. Department ofJustice, from Legal Group, DCI Counterterrorist Center."
2005,"The OLC also repeated inaccurate CIA representations about statements reportedly made by Abu Zubaydah and Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, fiom Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, May 30, 2005, Re: Application of United States Obligations Under Article 16 of the Convention Against Torture to Certain Techniques that May be Used in the Intenogation of High Value Al Qaeda Detainees."
2005,"See specific CIA examples of the ""Results"" of using the ""CIA's use of DQJ-approved enhanced interrogation tecliniques"" in March 2, 2005, Memorandum for Steve Bradbury from H|||||||H||H|, Group, DCI Counterterrorist Center, ""Effectiveness of the CIA Counterterrorist Interrogation Techniques."""
2005,"Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, May 30, 2005, Re: Application of United States Obligations Under Article 16 of tlie Convention Against Torture to Certain Techniques that May be Used in the Interrogation of High Value Al Qaeda Detainees."
2005,"As in the May 30, 2005 OLC memorandum, the July 20, 2007, OLC memorandum conducted an analysis of the ""shocks the conscience"" test under the Fifth Amendment of the U.S. Constitution, emphasizing the fact-specific nature of the analysis."
2005,"Page 427 of 499 UNCLASSIFIED ?TOP SECRET// //NQFORN UNCL A SSIFIED Finally, the May 30, 2005, OLC memorandum referenced the CIA Inspector General May 2004 Special Review, stating; ""we understand that interrogations have led to specific, actionable intelligence as well as a general increase in the amount of intelligence regardingalQaedaanditsaffiliates.The OLCmemorandumcitedpagesintheSpecial Review that included inaccurate information provided by CIA personnel to the CIA's OIG, including representations related to Jose Padilla and Binyam Muhammad, Hambali and the ""Al- Qa'ida cell in Karachi,"" the Parachas, lyman Paris, Saleh al-Marri, Majid Khan, the Heathrow Airport plotting, and other ""plots."
2005,"E. After Passage of the Detainee Treatment Act, OLC Issues Opinion on CIA Conditions of Confinement, Withdraws Draft Opinion on the CIA's Enhanced Interrogation Techniques After the U.S. Supreme Court Case of Hamdan v. Rumsfeld On December 19, 2005, anticipating the passage of the Detainee Treatment Act, Acting CIA General Counsel John Rizzo requested that the OLC review whether the CIA's enhanced interrogation techniques, as well as the conditions of confinement at CIA detention facilities, would violate the Detainee Treatment Act.-""^' In April 2006, attorneys at OLC completed initial drafts of two legal memoranda addressing these q u e s t i o n s ."
2005,"Al-Nashiriengagedinrepeatedbelligerentacts,including throwing his food tray,^^^ attempting to assault detention site personnel,and trying to damage itemsinhiscell.^^^ Overaperiodofyears,al-NashiriaccusedtheCIAstaffofdruggingor poisoninghisfoodandcomplainedofbodilypainandinsomnia.^^^ Asnoted,atonepoint,al- Nashiri launched a short-lived hunger strike, and the CIA responded by force feeding him rectally.^^^ AnOctober2004psychologicalassessmentofal-NashiriwasusedbytheCIAto advance its discussions with National Security Council officials on establishing an ""endgame"" for the program.^^'^ In July 2005, CIA Headquarters expressed concern regarding al-Nashiri's ""continuedstateofdepressionanduncooperativeattitude."
2005,"To support this analysis, the CIA asserted to the OLC that loud music and white noise, constant light, and 24-hour shackling were all for Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, May 30, 2005, Re: Application of UnitedStates Obligations UnderArticle 16of theConvention Against Tortureto CertainTechniques that May be Used in the Interrogation of High Value Al Qaeda Detainees."
