serial,opeid,institution,address,city,state,zip,repayment_borrowers,default_borrowers,default_rate,borrower_default_count_240,principal_outstanding_240
1,100200,Alabama Agricultural & Mechanical University,4900 Meridian Street,Normal,AL,35762-1357,145,54,37.24%,1606,954821
6,100500,Alabama State University,915 South Jackson Street,Montgomery,AL,36104-5714,164,12,7.32%,1567,1410608
13,100900,Auburn University,107 Samford Hall,Auburn,AL,36849-5113,479,29,6.05%,269,747267
14,831000,Auburn University Montgomery,7440 East Drive,Montgomery,AL,36117-3596,88,20,22.73%,184,457312
16,101200,Birmingham Southern College,900 Arkadelphia Road,Birmingham,AL,35254-0002,69,12,17.39%,93,240798
5,1055400,Concordia College Alabama,1712 Broad Street,Selma,AL,36701-3323,0,0,0%,75,52874
2,100300,Faulkner University,5345 Atlanta Highway,Montgomery,AL,36109-3398,53,6,11.32%,52,115167
36,101900,Huntingdon College,1500 East Fairview Avenue,Montgomery,AL,36106-2148,117,23,19.66%,88,143488
38,102000,Jacksonville State University,700 Pelham Road  North,Jacksonville,AL,36265-1602,1,1,100%,12,20745
41,102200,Jefferson State Community College,2601 Carson Road,Birmingham,AL,35215-3098,0,0,0%,5,7204
44,102300,Judson College,302 Bibb Street,Marion,AL,36756-2504,33,5,15.15%,36,49416
52,102800,Miles College,5500 Myron Massey Boulevard,Fairfield,AL,35064-2697,95,2,2.11%,154,100765
59,103300,Oakwood University,7000 Adventist Boulevard  Northwest,Huntsville,AL,35896-0001,0,0,0%,155,92661
64,103600,Samford University,800 Lakeshore Drive,Birmingham,AL,35229-7000,142,16,11.27%,104,306848
71,104100,Spring Hill College,4000 Dauphin Street,Mobile,AL,36608-1791,92,13,14.13%,149,285286
72,104400,Stillman College,3600 Stillman Boulevard,Tuscaloosa,AL,35403-1430,72,39,54.17%,278,246591
73,104600,Talladega College,627 West Battle Street,Talladega,AL,35160-2354,0,0,0%,186,213790
74,104700,Troy University,University Avenue,Troy,AL,36082-0001,78,23,29.49%,223,503169
76,105000,Tuskegee University,308 Kresge Center,Tuskegee Institute,AL,36088-1645,260,52,20.00%,3546,4642968
79,105100,University of Alabama,Rose Administration Building,Tuscaloosa,AL,35487-0120,513,52,10.14%,580,1562286
80,105200,University of Alabama at Birmingham,1530 3rd Avenue South,Birmingham,AL,35294-1150,533,54,10.13%,331,883084
53,102900,University of Mobile,5735 College Parkway,Mobile,AL,36663-0220,43,12,27.91%,102,156983
82,100400,University of Montevallo,Palmer Circle,Montevallo,AL,35115-6000,71,15,21.13%,106,106016
27,101600,University of North Alabama,One Harrison Plaza,Florence,AL,35632-0001,224,53,23.66%,232,352401
83,105700,University of South Alabama,307 University Boulevard North,Mobile,AL,36688-0002,57,1,1.75%,86,174837
46,102400,University of West Alabama,205 North Washington,Livingston,AL,35470-0000,42,14,33.33%,83,101487
153,109000,Arkansas State University,2105 Aggie Road,Jonesboro,AR,72401-0000,431,84,19.49%,822,1480913
152,108900,Arkansas Tech University,215 West O Street,Russellville,AR,72801-2222,30,2,6.67%,268,780002
163,109500,Crowley's Ridge College,100 College Drive,Paragould,AR,72450-9775,0,0,0%,43,57457
172,109700,Harding University,915 East Market,Searcy,AR,72149-0001,344,41,11.92%,323,677161
173,109800,Henderson State University,1100 Henderson Street,Arkadelphia,AR,71999-0001,34,7,20.59%,258,410471
174,109900,Hendrix College,1600 Washington Avenue,Conway,AR,72032-3080,59,11,18.64%,114,306581
175,110000,John Brown University,2000 West University Street,Siloam Springs,AR,72761-2747,43,2,4.65%,63,160702
151,108800,Lyon College,2300 Highland Road,Batesville,AR,72501-3699,98,19,19.39%,41,137384
169,1210500,National Park Community College,101 College Drive,Hot Springs,AR,71913-9174,0,0,0%,41,42893
181,110200,Ouachita Baptist University,410 Ouachita Drive,Arkadelphia,AR,71998-0001,34,6,17.65%,53,192327
184,110300,Philander Smith College,900 West Daisy Gaston Bates Drive,Little Rock,AR,72202-3718,0,0,0%,674,368358
194,110700,Southern Arkansas University,100 East University,Magnolia,AR,71753-5000,35,8,22.86%,278,413409
201,110800,University of Arkansas,425 Administration Building,Fayetteville,AR,72701-0000,474,57,12.03%,883,2627201
206,111000,University of Arkansas at Fort Smith,5210 Grand Avenue,Fort Smith,AR,72904-7397,0,0,0%,22,7623
202,110100,University of Arkansas at Little Rock,2801 South University,Little Rock,AR,72204-1099,0,0,0%,23,40583
204,108500,University of Arkansas at Monticello,140 University Drive,Monticello,AR,71656-0000,126,47,37.30%,253,387238
205,108600,University of Arkansas at Pine Bluff,1200 North University Drive,Pine Bluff,AR,71601-2790,16,7,43.75%,217,166389
203,110900,University of Arkansas for Medical Sciences,4301 West Markham Street,Little Rock,AR,72205-7102,45,4,8.89%,54,128307
197,109200,University of Central Arkansas,201 Donaghey Avenue,Conway,AR,72035-0001,422,69,16.35%,892,1931025
160,109400,University of the Ozarks,415 North College Avenue,Clarksville,AR,72830-2880,1,0,0%,79,78291
97,1084700,Arizona Automotive Institute,6829 North 46th Avenue,Glendale,AZ,85301-3503,31,2,6.45%,155,171124
140,711300,Arizona Christian University,2625 East Cactus Road,Phoenix,AZ,85032-7097,0,0,0%,5,12987
101,108100,Arizona State University,Student Financial Assistance Office,Tempe,AZ,85287-0412,428,59,13.79%,598,1831573
102,107100,Arizona Western College,2020 South Avenue 8E,Yuma,AZ,85365-8847,2,0,0%,2,3204
8903,4051300,Art Institute of Phoenix (The),2233 West Dunlap Avenue,Phoenix,AZ,85021-2859,129,38,29.46%,2112,2736889
134,728300,Central Arizona College,8470 North Overfield Road,Coolidge,AZ,85228-9779,0,0,0%,54,25868
8032,3072200,Chandler - Gilbert Community College,2626 East Pecos Road,Chandler,AZ,85225-2499,5,2,40.00%,0,0
122,830300,GateWay Community College,108 North 40th Street,Phoenix,AZ,85034-1795,16,1,6.25%,32,43391
115,107600,Glendale Community College,6000 West Olive Avenue,Glendale,AZ,85302-3090,8,1,12.50%,20,29951
118,107400,Grand Canyon University,3300 West Camelback Road,Phoenix,AZ,85017-3030,217,56,25.81%,251,508955
123,107700,Mesa Community College,1833 West Southern Avenue,Mesa,AZ,85202-4866,16,5,31.25%,46,74378
126,108200,Northern Arizona University,Gammage  Building #1 Knoles Drive,Flagstaff,AZ,86011-0001,279,46,16.49%,553,1383055
131,107800,Phoenix College,1202 West Thomas Road,Phoenix,AZ,85013-4234,17,1,5.88%,73,136284
133,726600,Pima County Community College,401 North Bonita Avenue,Tucson,AZ,85709-5000,86,32,37.21%,435,902378
6229,2217100,Pima Medical Institute,3350 East Grant Road,Tucson,AZ,85716-2800,0,0,0%,12,19413
139,830400,Scottsdale Community College,9000 East Chaparral Road,Scottsdale,AZ,85256-2626,14,1,7.14%,17,22205
94,107000,Thunderbird School of Global Management,1 Global Place,Glendale,AZ,85306-6000,93,8,8.60%,120,438467
112,446700,Tucson College,5151 East Broadway Boulevard,Tucson,AZ,85711-3781,0,0,0%,84,69186
146,822100,Universal Technical Institute,10695 West Pierce Street,Avondale,AZ,85323-7946,252,40,15.87%,815,924481
5461,2100500,Universal Technical Institute,2844 West Deer Valley Road,Phoenix,AZ,85027-9969,73,10,13.70%,157,144604
147,108300,University of Arizona (The),PO Box 210066,Tucson,AZ,85721-0066,334,60,17.96%,338,1286559
6176,2098800,University of Phoenix,1625 West Fountainhead Parkway,Tempe,AZ,85282-2371,46,15,32.61%,264,739788
5877,2171500,Western International University,9215 North Black Canyon Highway,Phoenix,AZ,85021-2718,18,4,22.22%,24,49545
148,107900,Yavapai College,1100 East Sheldon Street,Prescott,AZ,86301-3297,37,13,35.14%,69,415383
285,1111700,Alliant International University,10455 Pomerado Road,San Diego,CA,92131-1799,304,35,11.51%,405,1567170
5623,2099200,American Conservatory Theater Foundation,30 Grant Avenue,San Francisco,CA,94108-5800,11,2,18.18%,8,26530
6584,2179900,Argosy University,601 South Lewis Street,Orange,CA,92868-4844,127,20,15.75%,757,1507779
233,111600,Art Center College of Design,1700 Lida Street,Pasadena,CA,91103-1999,77,33,42.86%,44,226457
4630,902200,Associated Technical College,1670 Wilshire Boulevard,Los Angeles,CA,90017-1690,0,0,0%,117,156661
7485,2553500,Associated Technical College,707 Broadway,San Diego,CA,92101-3245,1,0,0%,18,32923
7486,2553100,Associated Technical College,1593 East Vista Way,Vista,CA,92084-3577,0,0,0%,25,45767
236,111700,Azusa Pacific University,901 East Alosta Avenue,Azusa,CA,91702-7000,166,15,9.04%,197,490576
237,111800,Bakersfield College,1801 Panorama Drive,Bakersfield,CA,93305-1299,0,0,0%,96,102842
247,112100,Bethany University of the Assemblies of God,800 Bethany Drive,Scotts Valley,CA,95066-2896,45,15,33.33%,339,656452
248,112200,Biola University,13800 Biola Avenue,La Mirada,CA,90639-0001,237,5,2.11%,45,75476
5925,716400,Bryan University,3580 Wilshire Boulevard,Los Angeles,CA,90010-2501,3,2,66.67%,20,42484
267,112500,California Baptist University,8432 Magnolia Avenue,Riverside,CA,92504-3297,61,12,19.67%,64,184385
270,112700,California College of the Arts,1111 Eighth Street,San Francisco,CA,94107-2206,43,6,13.95%,132,260076
274,1215400,California Institute of Integral Studies,1453 Mission Street,San Francisco,CA,94103-2557,0,0,0%,8,15543
275,113100,California Institute of Technology,1200 East California Boulevard,Pasadena,CA,91125-0001,85,0,0%,20,76511
276,113200,California Institute of the Arts,24700 McBean Parkway,Valencia,CA,91355-2397,106,9,8.49%,253,1061833
277,113300,California Lutheran University,60 West Olsen Road,Thousand Oaks,CA,91360-2787,39,5,12.82%,48,222854
278,113400,California Maritime Academy,200 Maritime Academy Drive,Vallejo,CA,94590-8181,54,9,16.67%,53,267913
280,114300,California Polytechnic State University,One Grand Avenue,San Luis Obispo,CA,93407-0001,184,28,15.22%,162,584831
292,114400,California State Polytechnic University  Pomona,3801 West Temple Avenue,Pomona,CA,91768-2500,316,34,10.76%,313,612938
287,799300,California State University  Bakersfield,9001 Stockdale Highway,Bakersfield,CA,93311-1022,55,16,29.09%,197,449784
293,114600,California State University  Chico,400 West First Street,Chico,CA,95929-0001,237,24,10.13%,402,1392341
288,114100,California State University  Dominguez Hills,1000 East Victoria Street,Carson,CA,90747-0001,101,41,40.59%,337,640880
296,113800,California State University  East Bay,25800 Carlos Bee Boulevard,Hayward,CA,94542-3000,223,48,21.52%,221,549890
294,114700,California State University  Fresno,5150 North Maple Avenue,Fresno,CA,93740-8026,127,12,9.45%,97,359853
295,113700,California State University  Fullerton,800 North State College Boulevard,Fullerton,CA,92831-3599,245,26,10.61%,440,979950
298,113900,California State University  Long Beach,1250 Bellflower Boulevard,Long Beach,CA,90840-0006,519,57,10.98%,1000,1891297
297,114000,California State University  Los Angeles,5151 State University Drive,Los Angeles,CA,90032-4226,96,10,10.42%,549,1284364
8322,3260300,California State University  Monterey Bay,100 Campus Center,Seaside,CA,93955-8001,3,3,100%,3,7581
299,115300,California State University  Northridge,18111 Nordhoff,Northridge,CA,91330-8307,168,30,17.86%,72,270026
300,115000,California State University - Sacramento,6000 J Street,Sacramento,CA,95819-6044,154,28,18.18%,260,921490
289,114200,California State University  San Bernardino,5500 University Parkway,San Bernardino,CA,92407-2397,65,5,7.69%,114,279561
7629,3011300,California State University  San Marcos,333 South Twin Oaks Valley Road,San Marcos,CA,92096-0001,32,0,0%,6,15845
291,115700,California State University  Stanislaus,One University Circle,Turlock,CA,95382-0299,50,10,20.00%,111,352836
4637,1310300,California Western School of Law,225 Cedar Street,San Diego,CA,92101-3090,125,3,2.40%,109,464515
260,974800,Carrington College California,8909 Folsom Boulevard,Sacramento,CA,95826-3203,33,8,24.24%,61,123415
308,673100,Casa Loma College,6725 Kester Avenue,Van Nuys,CA,91405-4523,147,11,7.48%,115,175004
317,116400,Chapman University,One University Drive,Orange,CA,92866-1099,158,6,3.80%,104,175631
5191,1036500,Charles Drew University of Medicine and Science,1731 East 120th Street,Los Angeles,CA,90059-3025,0,0,0%,72,135632
4642,450200,City College of San Francisco,50 Phelan Avenue,San Francisco,CA,94112-1821,211,41,19.43%,889,1294796
322,116900,Claremont Graduate University,170 East 10th Street,Claremont,CA,91711-6163,35,6,17.14%,45,188672
323,117000,Claremont McKenna College,500 East Ninth Street,Claremont,CA,91711-6400,79,1,1.27%,19,80170
611,128800,Claremont School of Theology,1325 North College Avenue,Claremont,CA,91711-3199,36,7,19.44%,30,132989
5915,2147400,Cleveland Chiropractic College,590 North Vermont Avenue,Los Angeles,CA,90004-2196,34,16,47.06%,70,66950
324,117700,Cogswell Polytechnical College,1175 Bordeaux Drive,Sunnyvale,CA,94089-1210,0,0,0%,56,63333
524,793000,Concorde Career College,4393 Imperial Avenue,San Diego,CA,92113-1962,31,5,16.13%,36,59369
562,853700,Concorde Career College,201 East Airport Center Drive,San Bernardino,CA,92408-3403,33,8,24.24%,128,251290
609,807100,Concorde Career College,12951 Euclid Street,Garden Grove,CA,92840-9201,24,3,12.50%,33,61264
